year,state,legal1820,dtype,agegr,count,pop,age,legal,beertaxa,beerpercap,winepercap,spiritpercap,totpercap,mrate
1986,47,.058161266,other external,21-24 yrs,70,328339,22.521116,1,.11478691,1.17,.16,.63,1.96,21.319429
1986,47,.058161266,internal,21-24 yrs,98,328339,22.521116,1,.11478691,1.17,.16,.63,1.96,29.8472
1987,47,0,MVA,15-17 yrs,109,227916,16.021732,0,.11074512,1.17,.15000001,.62,1.9400001,47.824638
1987,47,0,suicide,15-17 yrs,18,227916,16.021732,0,.11074512,1.17,.15000001,.62,1.9400001,7.8976464
1987,47,0,homicide,15-17 yrs,16,227916,16.021732,0,.11074512,1.17,.15000001,.62,1.9400001,7.0201302
1987,47,0,other external,15-17 yrs,31,227916,16.021732,0,.11074512,1.17,.15000001,.62,1.9400001,13.601502
1987,47,0,internal,15-17 yrs,43,227916,16.021732,0,.11074512,1.17,.15000001,.62,1.9400001,18.8666
1987,47,0,all,18-20 yrs,331,225029,19.004923,0,.11074512,1.17,.15000001,.62,1.9400001,147.09215
1987,47,0,MVA,18-20 yrs,159,225029,19.004923,0,.11074512,1.17,.15000001,.62,1.9400001,70.657562
1987,47,0,suicide,18-20 yrs,33,225029,19.004923,0,.11074512,1.17,.15000001,.62,1.9400001,14.664777
1987,47,0,homicide,18-20 yrs,41,225029,19.004923,0,.11074512,1.17,.15000001,.62,1.9400001,18.219873
1987,47,0,other external,18-20 yrs,47,225029,19.004923,0,.11074512,1.17,.15000001,.62,1.9400001,20.886196
1987,47,0,internal,18-20 yrs,51,225029,19.004923,0,.11074512,1.17,.15000001,.62,1.9400001,22.663746
1987,47,0,all,21-24 yrs,423,318961,22.532633,1,.11074512,1.17,.15000001,.62,1.9400001,132.61809
1987,47,0,MVA,21-24 yrs,168,318961,22.532633,1,.11074512,1.17,.15000001,.62,1.9400001,52.671017
1987,47,0,suicide,21-24 yrs,44,318961,22.532633,1,.11074512,1.17,.15000001,.62,1.9400001,13.79479
1987,47,0,homicide,21-24 yrs,74,318961,22.532633,1,.11074512,1.17,.15000001,.62,1.9400001,23.200329
1987,47,0,other external,21-24 yrs,46,318961,22.532633,1,.11074512,1.17,.15000001,.62,1.9400001,14.421825
1987,47,0,internal,21-24 yrs,91,318961,22.532633,1,.11074512,1.17,.15000001,.62,1.9400001,28.530134
1988,47,0,MVA,15-17 yrs,83,222502,16.048243,0,.10634527,1.2,.14,.60000002,1.95,37.303036
1988,47,0,suicide,15-17 yrs,21,222502,16.048243,0,.10634527,1.2,.14,.60000002,1.95,9.438117
1988,47,0,homicide,15-17 yrs,8,222502,16.048243,0,.10634527,1.2,.14,.60000002,1.95,3.5954733
1988,47,0,other external,15-17 yrs,28,222502,16.048243,0,.10634527,1.2,.14,.60000002,1.95,12.584157
1988,47,0,internal,15-17 yrs,47,222502,16.048243,0,.10634527,1.2,.14,.60000002,1.95,21.123405
1988,47,0,all,18-20 yrs,321,229277,18.986235,0,.10634527,1.2,.14,.60000002,1.95,140.00533
1988,47,0,MVA,18-20 yrs,181,229277,18.986235,0,.10634527,1.2,.14,.60000002,1.95,78.94381
1988,47,0,suicide,18-20 yrs,20,229277,18.986235,0,.10634527,1.2,.14,.60000002,1.95,8.723073
1988,47,0,homicide,18-20 yrs,38,229277,18.986235,0,.10634527,1.2,.14,.60000002,1.95,16.573839
1988,47,0,other external,18-20 yrs,35,229277,18.986235,0,.10634527,1.2,.14,.60000002,1.95,15.265378
1988,47,0,internal,18-20 yrs,47,229277,18.986235,0,.10634527,1.2,.14,.60000002,1.95,20.499222
1988,47,0,all,21-24 yrs,433,308625,22.545971,1,.10634527,1.2,.14,.60000002,1.95,140.29971
1988,47,0,MVA,21-24 yrs,173,308625,22.545971,1,.10634527,1.2,.14,.60000002,1.95,56.055084
1988,47,0,suicide,21-24 yrs,56,308625,22.545971,1,.10634527,1.2,.14,.60000002,1.95,18.144999
1988,47,0,homicide,21-24 yrs,57,308625,22.545971,1,.10634527,1.2,.14,.60000002,1.95,18.469015
1988,47,0,other external,21-24 yrs,63,308625,22.545971,1,.10634527,1.2,.14,.60000002,1.95,20.413122
1988,47,0,internal,21-24 yrs,84,308625,22.545971,1,.10634527,1.2,.14,.60000002,1.95,27.217497
1989,47,0,MVA,15-17 yrs,68,211724,16.03351,0,.10145681,1.1799999,.14,.58999997,1.9,32.117283
1989,47,0,suicide,15-17 yrs,22,211724,16.03351,0,.10145681,1.1799999,.14,.58999997,1.9,10.390886
1989,47,0,homicide,15-17 yrs,9,211724,16.03351,0,.10145681,1.1799999,.14,.58999997,1.9,4.2508173
1989,47,0,other external,15-17 yrs,30,211724,16.03351,0,.10145681,1.1799999,.14,.58999997,1.9,14.169391
1989,47,0,internal,15-17 yrs,45,211724,16.03351,0,.10145681,1.1799999,.14,.58999997,1.9,21.254086
1989,47,0,all,18-20 yrs,304,237479,18.985868,0,.10145681,1.1799999,.14,.58999997,1.9,128.01132
1989,47,0,MVA,18-20 yrs,156,237479,18.985868,0,.10145681,1.1799999,.14,.58999997,1.9,65.690018
1989,47,0,suicide,18-20 yrs,29,237479,18.985868,0,.10145681,1.1799999,.14,.58999997,1.9,12.211606
1989,47,0,homicide,18-20 yrs,35,237479,18.985868,0,.10145681,1.1799999,.14,.58999997,1.9,14.738145
1989,47,0,other external,18-20 yrs,34,237479,18.985868,0,.10145681,1.1799999,.14,.58999997,1.9,14.317056
1989,47,0,internal,18-20 yrs,50,237479,18.985868,0,.10145681,1.1799999,.14,.58999997,1.9,21.054493
1989,47,0,all,21-24 yrs,370,296557,22.535259,1,.10145681,1.1799999,.14,.58999997,1.9,124.76522
1989,47,0,MVA,21-24 yrs,127,296557,22.535259,1,.10145681,1.1799999,.14,.58999997,1.9,42.824818
1989,47,0,suicide,21-24 yrs,45,296557,22.535259,1,.10145681,1.1799999,.14,.58999997,1.9,15.174149
1989,47,0,homicide,21-24 yrs,48,296557,22.535259,1,.10145681,1.1799999,.14,.58999997,1.9,16.185759
1989,47,0,other external,21-24 yrs,54,296557,22.535259,1,.10145681,1.1799999,.14,.58999997,1.9,18.208979
1989,47,0,internal,21-24 yrs,96,296557,22.535259,1,.10145681,1.1799999,.14,.58999997,1.9,32.371517
1990,47,0,MVA,15-17 yrs,72,205921,16.017307,0,.096255891,1.22,.14,.60000002,1.96,34.964867
1990,47,0,suicide,15-17 yrs,26,205921,16.017307,0,.096255891,1.22,.14,.60000002,1.96,12.626202
1990,47,0,homicide,15-17 yrs,18,205921,16.017307,0,.096255891,1.22,.14,.60000002,1.96,8.7412167
1990,47,0,other external,15-17 yrs,32,205921,16.017307,0,.096255891,1.22,.14,.60000002,1.96,15.53994
1990,47,0,internal,15-17 yrs,48,205921,16.017307,0,.096255891,1.22,.14,.60000002,1.96,23.30991
1990,47,0,all,18-20 yrs,304,239602,19.025642,0,.096255891,1.22,.14,.60000002,1.96,126.87707
1990,47,0,MVA,18-20 yrs,136,239602,19.025642,0,.096255891,1.22,.14,.60000002,1.96,56.760796
1990,47,0,suicide,18-20 yrs,31,239602,19.025642,0,.096255891,1.22,.14,.60000002,1.96,12.938123
1990,47,0,homicide,18-20 yrs,47,239602,19.025642,0,.096255891,1.22,.14,.60000002,1.96,19.615864
1990,47,0,other external,18-20 yrs,36,239602,19.025642,0,.096255891,1.22,.14,.60000002,1.96,15.024917
1990,47,0,internal,18-20 yrs,54,239602,19.025642,0,.096255891,1.22,.14,.60000002,1.96,22.537374
1990,47,0,all,21-24 yrs,400,290720,22.497957,1,.096255891,1.22,.14,.60000002,1.96,137.58943
1990,47,0,MVA,21-24 yrs,142,290720,22.497957,1,.096255891,1.22,.14,.60000002,1.96,48.84425
1990,47,0,suicide,21-24 yrs,55,290720,22.497957,1,.096255891,1.22,.14,.60000002,1.96,18.918547
1990,47,0,homicide,21-24 yrs,70,290720,22.497957,1,.096255891,1.22,.14,.60000002,1.96,24.078152
1990,47,0,other external,21-24 yrs,44,290720,22.497957,1,.096255891,1.22,.14,.60000002,1.96,15.134838
1990,47,0,internal,21-24 yrs,89,290720,22.497957,1,.096255891,1.22,.14,.60000002,1.96,30.613649
1991,47,0,MVA,15-17 yrs,79,203493,16.021244,0,.092368908,1.1900001,.13,.54000002,1.87,38.821976
1991,47,0,suicide,15-17 yrs,16,203493,16.021244,0,.092368908,1.1900001,.13,.54000002,1.87,7.8626785
1991,47,0,homicide,15-17 yrs,21,203493,16.021244,0,.092368908,1.1900001,.13,.54000002,1.87,10.319765
1991,47,0,other external,15-17 yrs,31,203493,16.021244,0,.092368908,1.1900001,.13,.54000002,1.87,15.233939
1991,47,0,internal,15-17 yrs,42,203493,16.021244,0,.092368908,1.1900001,.13,.54000002,1.87,20.63953
1991,47,0,all,18-20 yrs,301,232081,19.057114,0,.092368908,1.1900001,.13,.54000002,1.87,129.69609
1991,47,0,MVA,18-20 yrs,122,232081,19.057114,0,.092368908,1.1900001,.13,.54000002,1.87,52.567852
1991,47,0,suicide,18-20 yrs,29,232081,19.057114,0,.092368908,1.1900001,.13,.54000002,1.87,12.495637
1991,47,0,homicide,18-20 yrs,59,232081,19.057114,0,.092368908,1.1900001,.13,.54000002,1.87,25.422159
1991,47,0,other external,18-20 yrs,42,232081,19.057114,0,.092368908,1.1900001,.13,.54000002,1.87,18.09713
1991,47,0,internal,18-20 yrs,49,232081,19.057114,0,.092368908,1.1900001,.13,.54000002,1.87,21.113317
1991,47,0,all,21-24 yrs,408,294255,22.461451,1,.092368908,1.1900001,.13,.54000002,1.87,138.65524
1991,47,0,MVA,21-24 yrs,147,294255,22.461451,1,.092368908,1.1900001,.13,.54000002,1.87,49.956669
1991,47,0,suicide,21-24 yrs,45,294255,22.461451,1,.092368908,1.1900001,.13,.54000002,1.87,15.292858
1991,47,0,homicide,21-24 yrs,73,294255,22.461451,1,.092368908,1.1900001,.13,.54000002,1.87,24.808414
1991,47,0,other external,21-24 yrs,51,294255,22.461451,1,.092368908,1.1900001,.13,.54000002,1.87,17.331905
1991,47,0,internal,21-24 yrs,92,294255,22.461451,1,.092368908,1.1900001,.13,.54000002,1.87,31.2654
1992,47,0,MVA,15-17 yrs,87,206919,16.006775,0,.0896696,1.21,.14,.56,1.9,42.045437
1992,47,0,suicide,15-17 yrs,14,206919,16.006775,0,.0896696,1.21,.14,.56,1.9,6.7659326
1992,47,0,homicide,15-17 yrs,26,206919,16.006775,0,.0896696,1.21,.14,.56,1.9,12.565304
1992,47,0,other external,15-17 yrs,12,206919,16.006775,0,.0896696,1.21,.14,.56,1.9,5.7993708
1992,47,0,internal,15-17 yrs,42,206919,16.006775,0,.0896696,1.21,.14,.56,1.9,20.297798
1992,47,0,all,18-20 yrs,303,221106,19.04307,0,.0896696,1.21,.14,.56,1.9,137.03835
1992,47,0,MVA,18-20 yrs,111,221106,19.04307,0,.0896696,1.21,.14,.56,1.9,50.202164
1992,47,0,suicide,18-20 yrs,41,221106,19.04307,0,.0896696,1.21,.14,.56,1.9,18.543142
1992,47,0,homicide,18-20 yrs,69,221106,19.04307,0,.0896696,1.21,.14,.56,1.9,31.206751
1992,47,0,other external,18-20 yrs,32,221106,19.04307,0,.0896696,1.21,.14,.56,1.9,14.472696
1992,47,0,internal,18-20 yrs,50,221106,19.04307,0,.0896696,1.21,.14,.56,1.9,22.613588
1992,47,0,all,21-24 yrs,387,302300,22.442293,1,.0896696,1.21,.14,.56,1.9,128.01852
1992,47,0,MVA,21-24 yrs,127,302300,22.442293,1,.0896696,1.21,.14,.56,1.9,42.011246
1992,47,0,suicide,21-24 yrs,49,302300,22.442293,1,.0896696,1.21,.14,.56,1.9,16.209064
1992,47,0,homicide,21-24 yrs,78,302300,22.442293,1,.0896696,1.21,.14,.56,1.9,25.802183
1992,47,0,other external,21-24 yrs,43,302300,22.442293,1,.0896696,1.21,.14,.56,1.9,14.22428
1992,47,0,internal,21-24 yrs,90,302300,22.442293,1,.0896696,1.21,.14,.56,1.9,29.771749
1993,47,0,MVA,15-17 yrs,89,210786,15.991731,0,.08706329,1.2,.14,.54000002,1.87,42.222919
1993,47,0,suicide,15-17 yrs,29,210786,15.991731,0,.08706329,1.2,.14,.54000002,1.87,13.75803
1993,47,0,homicide,15-17 yrs,16,210786,15.991731,0,.08706329,1.2,.14,.54000002,1.87,7.5906367
1993,47,0,other external,15-17 yrs,30,210786,15.991731,0,.08706329,1.2,.14,.54000002,1.87,14.232444
1993,47,0,internal,15-17 yrs,36,210786,15.991731,0,.08706329,1.2,.14,.54000002,1.87,17.078934
1993,47,0,all,18-20 yrs,287,216229,19.017958,0,.08706329,1.2,.14,.54000002,1.87,132.72964
1993,47,0,MVA,18-20 yrs,120,216229,19.017958,0,.08706329,1.2,.14,.54000002,1.87,55.496719
1993,47,0,suicide,18-20 yrs,34,216229,19.017958,0,.08706329,1.2,.14,.54000002,1.87,15.724071
1993,47,0,homicide,18-20 yrs,57,216229,19.017958,0,.08706329,1.2,.14,.54000002,1.87,26.360941
1993,47,0,other external,18-20 yrs,31,216229,19.017958,0,.08706329,1.2,.14,.54000002,1.87,14.336653
1993,47,0,internal,18-20 yrs,45,216229,19.017958,0,.08706329,1.2,.14,.54000002,1.87,20.81127
1993,47,0,all,21-24 yrs,421,306586,22.480534,1,.08706329,1.2,.14,.54000002,1.87,137.31873
1993,47,0,MVA,21-24 yrs,138,306586,22.480534,1,.08706329,1.2,.14,.54000002,1.87,45.011841
1993,47,0,suicide,21-24 yrs,57,306586,22.480534,1,.08706329,1.2,.14,.54000002,1.87,18.591846
1993,47,0,homicide,21-24 yrs,91,306586,22.480534,1,.08706329,1.2,.14,.54000002,1.87,29.681721
1993,47,0,other external,21-24 yrs,40,306586,22.480534,1,.08706329,1.2,.14,.54000002,1.87,13.04691
1993,47,0,internal,21-24 yrs,95,306586,22.480534,1,.08706329,1.2,.14,.54000002,1.87,30.986412
1994,47,0,MVA,15-17 yrs,103,218038,15.998895,0,.084889643,1.1799999,.15000001,.52999997,1.86,47.239471
1994,47,0,suicide,15-17 yrs,24,218038,15.998895,0,.084889643,1.1799999,.15000001,.52999997,1.86,11.007256
1994,47,0,homicide,15-17 yrs,35,218038,15.998895,0,.084889643,1.1799999,.15000001,.52999997,1.86,16.052248
1994,47,0,other external,15-17 yrs,22,218038,15.998895,0,.084889643,1.1799999,.15000001,.52999997,1.86,10.089984
1994,47,0,internal,15-17 yrs,52,218038,15.998895,0,.084889643,1.1799999,.15000001,.52999997,1.86,23.849054
1994,47,0,all,18-20 yrs,299,214924,19.020487,0,.084889643,1.1799999,.15000001,.52999997,1.86,139.11894
1994,47,0,MVA,18-20 yrs,125,214924,19.020487,0,.084889643,1.1799999,.15000001,.52999997,1.86,58.160095
1994,47,0,suicide,18-20 yrs,32,214924,19.020487,0,.084889643,1.1799999,.15000001,.52999997,1.86,14.888984
1994,47,0,homicide,18-20 yrs,44,214924,19.020487,0,.084889643,1.1799999,.15000001,.52999997,1.86,20.472353
1994,47,0,other external,18-20 yrs,34,214924,19.020487,0,.084889643,1.1799999,.15000001,.52999997,1.86,15.819546
1994,47,0,internal,18-20 yrs,64,214924,19.020487,0,.084889643,1.1799999,.15000001,.52999997,1.86,29.777967
1994,47,0,all,21-24 yrs,435,304729,22.5354,1,.084889643,1.1799999,.15000001,.52999997,1.86,142.74979
1994,47,0,MVA,21-24 yrs,143,304729,22.5354,1,.084889643,1.1799999,.15000001,.52999997,1.86,46.926941
1994,47,0,suicide,21-24 yrs,61,304729,22.5354,1,.084889643,1.1799999,.15000001,.52999997,1.86,20.017786
1994,47,0,homicide,21-24 yrs,68,304729,22.5354,1,.084889643,1.1799999,.15000001,.52999997,1.86,22.314909
1994,47,0,other external,21-24 yrs,44,304729,22.5354,1,.084889643,1.1799999,.15000001,.52999997,1.86,14.439059
1994,47,0,internal,21-24 yrs,119,304729,22.5354,1,.084889643,1.1799999,.15000001,.52999997,1.86,39.05109
1995,47,0,MVA,15-17 yrs,111,224598,15.990418,0,.082550168,1.1799999,.15000001,.51999998,1.84,49.421635
1995,47,0,suicide,15-17 yrs,26,224598,15.990418,0,.082550168,1.1799999,.15000001,.51999998,1.84,11.576239
1995,47,0,homicide,15-17 yrs,34,224598,15.990418,0,.082550168,1.1799999,.15000001,.51999998,1.84,15.138158
1995,47,0,other external,15-17 yrs,32,224598,15.990418,0,.082550168,1.1799999,.15000001,.51999998,1.84,14.247678
1995,47,0,internal,15-17 yrs,42,224598,15.990418,0,.082550168,1.1799999,.15000001,.51999998,1.84,18.700077
1995,47,0,all,18-20 yrs,300,218181,19.008896,0,.082550168,1.1799999,.15000001,.51999998,1.84,137.50052
1995,47,0,MVA,18-20 yrs,114,218181,19.008896,0,.082550168,1.1799999,.15000001,.51999998,1.84,52.250195
1995,47,0,suicide,18-20 yrs,23,218181,19.008896,0,.082550168,1.1799999,.15000001,.51999998,1.84,10.541706
1995,47,0,homicide,18-20 yrs,66,218181,19.008896,0,.082550168,1.1799999,.15000001,.51999998,1.84,30.250113
1995,47,0,other external,18-20 yrs,37,218181,19.008896,0,.082550168,1.1799999,.15000001,.51999998,1.84,16.958397
1995,47,0,internal,18-20 yrs,60,218181,19.008896,0,.082550168,1.1799999,.15000001,.51999998,1.84,27.500103
1995,47,0,all,21-24 yrs,402,297846,22.553638,1,.082550168,1.1799999,.15000001,.51999998,1.84,134.96907
1995,47,0,MVA,21-24 yrs,150,297846,22.553638,1,.082550168,1.1799999,.15000001,.51999998,1.84,50.361595
1995,47,0,suicide,21-24 yrs,62,297846,22.553638,1,.082550168,1.1799999,.15000001,.51999998,1.84,20.816126
1995,47,0,homicide,21-24 yrs,58,297846,22.553638,1,.082550168,1.1799999,.15000001,.51999998,1.84,19.47315
1995,47,0,other external,21-24 yrs,50,297846,22.553638,1,.082550168,1.1799999,.15000001,.51999998,1.84,16.787199
1995,47,0,internal,21-24 yrs,82,297846,22.553638,1,.082550168,1.1799999,.15000001,.51999998,1.84,27.531006
1996,47,0,MVA,15-17 yrs,100,228391,16.004597,0,.080182575,1.1799999,.15000001,.50999999,1.84,43.784561
1996,47,0,suicide,15-17 yrs,21,228391,16.004597,0,.080182575,1.1799999,.15000001,.50999999,1.84,9.1947584
1996,47,0,homicide,15-17 yrs,31,228391,16.004597,0,.080182575,1.1799999,.15000001,.50999999,1.84,13.573215
1996,47,0,other external,15-17 yrs,30,228391,16.004597,0,.080182575,1.1799999,.15000001,.50999999,1.84,13.135368
1996,47,0,internal,15-17 yrs,37,228391,16.004597,0,.080182575,1.1799999,.15000001,.50999999,1.84,16.200289
1996,47,0,all,18-20 yrs,278,221653,18.996428,0,.080182575,1.1799999,.15000001,.50999999,1.84,125.42126
1996,47,0,MVA,18-20 yrs,117,221653,18.996428,0,.080182575,1.1799999,.15000001,.50999999,1.84,52.78521
1996,47,0,suicide,18-20 yrs,26,221653,18.996428,0,.080182575,1.1799999,.15000001,.50999999,1.84,11.730046
1996,47,0,homicide,18-20 yrs,51,221653,18.996428,0,.080182575,1.1799999,.15000001,.50999999,1.84,23.008938
1996,47,0,other external,18-20 yrs,37,221653,18.996428,0,.080182575,1.1799999,.15000001,.50999999,1.84,16.692759
1996,47,0,internal,18-20 yrs,47,221653,18.996428,0,.080182575,1.1799999,.15000001,.50999999,1.84,21.204315
1996,47,0,all,21-24 yrs,375,288985,22.521208,1,.080182575,1.1799999,.15000001,.50999999,1.84,129.76453
1996,47,0,MVA,21-24 yrs,130,288985,22.521208,1,.080182575,1.1799999,.15000001,.50999999,1.84,44.985035
1996,47,0,suicide,21-24 yrs,45,288985,22.521208,1,.080182575,1.1799999,.15000001,.50999999,1.84,15.571742
1996,47,0,homicide,21-24 yrs,60,288985,22.521208,1,.080182575,1.1799999,.15000001,.50999999,1.84,20.762323
1996,47,0,other external,21-24 yrs,53,288985,22.521208,1,.080182575,1.1799999,.15000001,.50999999,1.84,18.340052
1996,47,0,internal,21-24 yrs,87,288985,22.521208,1,.080182575,1.1799999,.15000001,.50999999,1.84,30.10537
1970,48,0,MVA,15-17 yrs,249,671961,15.983682,0,.35749918,1.3099999,.17,.74000001,2.22,37.055721
1970,48,0,suicide,15-17 yrs,32,671961,15.983682,0,.35749918,1.3099999,.17,.74000001,2.22,4.7621813
1970,48,0,homicide,15-17 yrs,54,671961,15.983682,0,.35749918,1.3099999,.17,.74000001,2.22,8.0361805
1970,48,0,other external,15-17 yrs,142,671961,15.983682,0,.35749918,1.3099999,.17,.74000001,2.22,21.132179
1970,48,0,internal,15-17 yrs,207,671961,15.983682,0,.35749918,1.3099999,.17,.74000001,2.22,30.805359
1970,48,0,all,18-20 yrs,993,627744,18.987576,0,.35749918,1.3099999,.17,.74000001,2.22,158.1855
1970,48,0,MVA,18-20 yrs,362,627744,18.987576,0,.35749918,1.3099999,.17,.74000001,2.22,57.666821
1970,48,0,suicide,18-20 yrs,56,627744,18.987576,0,.35749918,1.3099999,.17,.74000001,2.22,8.9208336
1970,48,0,homicide,18-20 yrs,115,627744,18.987576,0,.35749918,1.3099999,.17,.74000001,2.22,18.319571
1970,48,0,other external,18-20 yrs,196,627744,18.987576,0,.35749918,1.3099999,.17,.74000001,2.22,31.222919
1970,48,0,internal,18-20 yrs,264,627744,18.987576,0,.35749918,1.3099999,.17,.74000001,2.22,42.055359
1970,48,0,all,21-24 yrs,1231,752767,22.419647,1,.35749918,1.3099999,.17,.74000001,2.22,163.53001
1970,48,0,MVA,21-24 yrs,391,752767,22.419647,1,.35749918,1.3099999,.17,.74000001,2.22,51.941704
1970,48,0,suicide,21-24 yrs,100,752767,22.419647,1,.35749918,1.3099999,.17,.74000001,2.22,13.284323
1970,48,0,homicide,21-24 yrs,173,752767,22.419647,1,.35749918,1.3099999,.17,.74000001,2.22,22.981878
1970,48,0,other external,21-24 yrs,225,752767,22.419647,1,.35749918,1.3099999,.17,.74000001,2.22,29.889727
1970,48,0,internal,21-24 yrs,342,752767,22.419647,1,.35749918,1.3099999,.17,.74000001,2.22,45.432384
1971,48,0,MVA,15-17 yrs,240,692632,15.989805,0,.39753085,1.36,.19,.74000001,2.29,34.650436
1971,48,0,suicide,15-17 yrs,36,692632,15.989805,0,.39753085,1.36,.19,.74000001,2.29,5.1975651
1971,48,0,homicide,15-17 yrs,44,692632,15.989805,0,.39753085,1.36,.19,.74000001,2.29,6.3525796
1971,48,0,other external,15-17 yrs,130,692632,15.989805,0,.39753085,1.36,.19,.74000001,2.29,18.768986
1971,48,0,internal,15-17 yrs,185,692632,15.989805,0,.39753085,1.36,.19,.74000001,2.29,26.709711
1971,48,0,all,18-20 yrs,998,666222,18.987349,0,.39753085,1.36,.19,.74000001,2.29,149.79991
1971,48,0,MVA,18-20 yrs,389,666222,18.987349,0,.39753085,1.36,.19,.74000001,2.29,58.388947
1971,48,0,suicide,18-20 yrs,66,666222,18.987349,0,.39753085,1.36,.19,.74000001,2.29,9.9066076
1971,48,0,homicide,18-20 yrs,124,666222,18.987349,0,.39753085,1.36,.19,.74000001,2.29,18.612415
1971,48,0,other external,18-20 yrs,172,666222,18.987349,0,.39753085,1.36,.19,.74000001,2.29,25.817221
1971,48,0,internal,18-20 yrs,247,666222,18.987349,0,.39753085,1.36,.19,.74000001,2.29,37.07473
1971,48,0,all,21-24 yrs,1256,825289,22.53158,1,.39753085,1.36,.19,.74000001,2.29,152.18912
1971,48,0,MVA,21-24 yrs,432,825289,22.53158,1,.39753085,1.36,.19,.74000001,2.29,52.345299
1971,48,0,suicide,21-24 yrs,105,825289,22.53158,1,.39753085,1.36,.19,.74000001,2.29,12.722816
1971,48,0,homicide,21-24 yrs,218,825289,22.53158,1,.39753085,1.36,.19,.74000001,2.29,26.414989
1971,48,0,other external,21-24 yrs,182,825289,22.53158,1,.39753085,1.36,.19,.74000001,2.29,22.052881
1971,48,0,internal,21-24 yrs,319,825289,22.53158,1,.39753085,1.36,.19,.74000001,2.29,38.653126
1972,48,0,MVA,15-17 yrs,300,711619,15.983322,0,.38516748,1.4,.2,.73000002,2.3399999,42.157391
1972,48,0,suicide,15-17 yrs,40,711619,15.983322,0,.38516748,1.4,.2,.73000002,2.3399999,5.6209855
1972,48,0,homicide,15-17 yrs,36,711619,15.983322,0,.38516748,1.4,.2,.73000002,2.3399999,5.058887
1972,48,0,other external,15-17 yrs,162,711619,15.983322,0,.38516748,1.4,.2,.73000002,2.3399999,22.764992
1972,48,0,internal,15-17 yrs,218,711619,15.983322,0,.38516748,1.4,.2,.73000002,2.3399999,30.634371
1972,48,0,all,18-20 yrs,964,695893,18.989508,0,.38516748,1.4,.2,.73000002,2.3399999,138.52704
